Num_Acc;senc;catv;occutc;obs;obsm;choc;manv;num_veh
201800021183;0;7;0;0;9;2;2;B01
201800021184;0;7;0;0;1;3;1;A01
201800021185;0;7;0;7;0;1;9;A01
201800021186;1;7;0;0;0;5;12;A01
201800021186;1;33;0;0;2;3;3;B01
201800021187;0;7;0;0;2;8;19;A01
201800021187;0;10;0;0;2;1;1;B01
201800021188;0;7;0;7;0;1;1;A01
201800021188;0;7;0;0;2;3;23;C01
201800021188;0;39;1;0;4;3;1;B01
201800021189;0;7;0;0;2;2;20;A01
201800021189;0;2;0;0;2;1;1;B01
201800021190;2;7;0;0;2;3;1;A01
201800021190;1;7;0;0;2;3;1;B01
201800021191;1;7;0;0;1;1;1;A01
201800021192;2;7;0;0;1;2;6;A01
201800021193;0;1;0;12;0;1;1;A01
201800021194;1;7;0;0;1;2;1;A01
201800021195;0;2;0;0;0;1;1;A01
201800021196;1;7;0;0;1;2;1;A01
201800021197;0;2;0;0;1;1;2;A01
201800021198;1;3;0;3;2;1;1;A01
201800021198;2;7;0;3;2;1;1;B01
201800021199;2;7;0;3;2;1;1;A01
201800021199;1;33;0;3;2;1;1;B01
201800021200;2;37;1;0;2;1;2;A01
201800021200;2;7;0;0;2;4;2;B01
201800021200;2;7;0;0;2;4;2;C01
201800021201;2;7;0;3;2;3;13;A01
201800021201;1;15;0;0;2;3;1;B01
201800021202;0;2;0;0;2;3;13;A01
201800021202;0;7;0;0;2;3;1;B01
201800021203;0;7;0;1;1;2;1;A01
201800021204;2;13;0;0;2;8;1;C01
201800021204;1;7;0;0;2;3;1;B01
201800021204;2;7;0;0;2;3;17;A01
201800021205;0;7;0;0;0;1;1;A01
201800021206;1;7;0;0;2;1;13;A01
201800021206;2;7;0;0;2;1;1;B01
201800021207;1;7;0;0;2;3;1;B01
201800021207;2;7;0;0;2;3;13;A01
201800021208;1;10;0;8;0;3;13;A01
201800021209;2;10;0;0;1;4;4;A01
201800021210;1;10;0;0;2;5;1;B01
201800021210;1;33;0;0;2;1;1;A01
201800021211;0;10;0;0;1;1;15;A01
201800021212;2;32;0;13;0;0;19;A01
201800021213;2;7;0;0;1;1;14;A01
201800021214;1;33;0;0;2;1;5;B01
201800021214;1;21;0;0;0;6;15;A01
201800021215;0;7;0;0;2;3;13;A01
201800021215;0;2;0;0;2;1;14;B01
201800021216;2;14;0;13;0;2;6;A01
201800021217;2;2;0;0;2;1;1;B01
201800021217;0;7;0;0;2;8;15;A01
201800021218;1;33;0;0;0;2;1;A01
201800021219;1;10;0;13;0;1;1;A01
201800021220;1;7;0;2;0;3;1;A01
201800021221;1;33;0;13;0;0;1;A01
201800021222;1;7;0;0;2;1;17;A01
201800021222;2;30;0;0;2;1;1;B01
201800021223;1;7;0;0;1;1;1;A01
201800021224;2;7;0;0;2;1;2;A01
201800021224;2;7;0;0;2;4;2;B01
201800021224;2;7;0;0;2;4;2;C01
201800021225;2;10;0;0;1;1;1;A01
201800021226;2;7;0;0;2;1;1;B01
201800021226;1;7;0;0;2;1;13;A01
201800021227;1;7;0;0;2;3;1;A01
201800021227;2;7;0;0;2;2;15;B01
201800021228;2;7;0;0;1;1;1;A01
201800021229;1;7;0;0;2;1;9;A01
201800021229;1;7;0;9;2;1;1;B01
201800021230;0;7;0;0;1;4;4;A01
201800021231;2;7;0;0;1;1;1;A01
201800021232;2;7;0;0;1;1;1;A01
201800021233;1;7;0;0;0;1;1;A01
201800021234;2;7;0;0;2;1;1;A01
201800021234;1;7;0;0;2;7;15;B01
201800021235;0;31;0;0;1;1;1;A01
201800021236;2;10;0;0;2;2;1;A01
201800021236;1;7;0;0;2;3;19;B01
201800021237;0;32;0;15;0;1;1;A01
201800021238;2;7;0;6;0;1;1;A01
201800021239;1;7;0;0;2;2;15;A01
201800021239;1;2;0;0;2;1;1;B01
201800021240;2;7;0;0;1;3;1;A01
201800021241;2;33;0;0;2;1;6;A01
201800021241;1;7;0;0;2;2;15;B01
201800021242;2;7;0;0;0;0;13;A01
201800021243;0;1;0;0;2;1;19;A01
201800021243;2;7;0;0;2;3;1;B01
201800021244;2;99;0;0;1;3;1;Z01
201800021245;1;7;0;0;2;1;0;B01
201800021245;0;10;0;0;2;3;19;A01
201800021246;1;7;0;0;2;3;9;A01
201800021246;1;30;0;0;2;1;0;B01
201800021247;0;7;0;0;1;1;1;A01
201800021248;0;7;0;0;2;1;1;B01
201800021248;0;31;0;0;2;8;19;M01
201800021249;;7;0;0;1;2;1;A01
201800021250;0;7;0;0;2;1;13;A01
201800021250;0;30;0;0;2;1;0;B01
201800021251;0;7;0;0;2;1;0;A01
201800021251;0;7;0;0;2;1;1;B01
201800021252;1;31;0;0;2;8;1;B01
201800021252;1;7;0;0;2;1;19;A01
201800021253;0;7;0;0;2;1;9;A01
201800021253;0;1;0;0;2;7;0;B01
201800021254;0;7;0;0;2;1;21;A01
201800021254;0;7;0;0;2;1;0;B01
201800021255;1;7;0;0;2;2;1;A01
201800021255;0;2;0;0;2;3;1;B01
201800021256;1;7;0;0;1;7;1;A01
201800021257;1;3;0;0;2;7;0;A01
201800021257;0;2;0;0;2;4;0;B01
201800021258;0;7;0;0;2;1;0;A01
201800021258;0;37;10;0;2;7;0;B01
201800021259;1;10;0;0;2;2;0;B01
201800021259;0;7;0;0;2;1;0;A01
201800021260;2;7;0;0;2;1;0;A01
201800021260;2;7;0;0;2;3;0;B01
201800021261;1;7;0;0;2;4;2;B01
201800021261;1;7;0;0;2;1;2;A01
201800021262;0;7;0;0;2;1;0;A01
201800021262;0;34;0;0;2;2;0;B01
201800021263;0;7;0;0;2;0;0;A01
201800021263;1;1;0;0;2;0;0;B01
201800021264;0;7;0;0;2;2;5;A01
201800021264;0;7;0;0;2;1;1;B01
201800021265;1;7;0;0;1;1;1;A01
201800021266;2;7;0;0;1;3;1;A01
201800021267;1;7;0;0;1;2;1;A01
201800021268;1;37;1;0;2;5;15;A01
201800021268;1;32;0;0;2;1;1;B01
201800021269;0;7;0;0;1;4;1;A01
201800021270;2;7;0;0;2;3;10;A01
201800021270;1;33;0;0;2;1;1;B01
201800021271;2;7;0;0;2;0;15;A01
201800021271;1;7;0;0;2;0;1;B01
201800021272;0;2;0;0;2;1;15;B01
201800021272;0;7;0;0;2;3;1;A01
201800021273;2;7;0;0;2;7;17;A01
201800021273;2;7;0;0;2;0;1;B01
201800021274;0;7;0;0;1;1;1;A01
201800021275;0;31;0;5;0;1;0;A01
201800021276;0;7;0;0;2;2;15;A01
201800021276;0;7;0;0;2;3;1;B01
201800021277;0;1;0;0;2;0;9;A01
201800021277;0;7;0;0;2;0;1;B01
201800021278;1;7;0;0;2;1;13;A01
201800021278;2;7;0;0;2;1;1;B01
201800021279;0;7;0;0;1;1;1;A01
201800021280;0;7;0;0;2;3;15;A01
201800021280;0;33;0;0;2;7;1;B01
201800021281;2;7;0;13;0;0;1;A01
201800021282;0;7;0;0;1;3;0;A01
201800021282;0;7;0;0;0;3;23;B01
201800021283;0;7;0;0;2;1;0;A01
201800021283;0;7;0;0;2;2;15;B01
201800021284;1;7;0;0;2;9;1;A01
201800021284;1;7;0;4;2;7;17;B01
201800021285;1;7;0;0;2;7;1;A01
201800021285;2;7;0;0;2;1;1;B01
201800021286;0;7;0;0;2;2;15;A01
201800021286;0;1;0;0;2;1;1;B01
201800021287;2;7;0;0;2;1;1;A01
201800021287;1;7;0;0;2;3;1;B01
201800021288;0;37;25;0;1;2;8;A01
201800021289;0;7;0;0;2;5;13;A01
201800021289;0;7;0;0;2;1;1;B01
201800021290;1;31;0;0;2;1;17;B01
201800021290;0;7;0;0;2;3;15;A01
201800021291;0;7;0;0;2;1;13;A01
201800021291;0;2;0;0;2;1;1;B01
201800021292;1;10;0;15;0;1;1;A01
201800021293;0;32;0;0;2;1;5;A01
201800021293;0;7;0;0;2;1;1;B01
201800021294;1;7;0;0;1;1;1;A01
201800021295;2;33;0;0;2;1;1;B01
201800021295;0;7;0;0;2;3;9;A01
201800021296;1;33;0;0;2;1;1;B01
201800021296;2;7;0;0;2;3;9;A01
201800021297;2;7;0;3;0;9;1;A01
201800021298;1;7;0;0;2;1;2;A01
201800021298;0;7;0;0;2;4;23;B01
201800021299;0;7;0;0;2;1;1;A01
201800021299;0;7;0;0;2;1;1;B01
201800021300;1;7;0;0;1;2;1;A01
201800021300;1;7;0;0;1;1;1;B01
201800021300;1;7;0;0;1;1;1;C01
201800021301;0;30;0;0;2;0;1;B01
201800021301;0;7;0;0;2;0;9;A01
201800021302;2;7;0;0;2;1;9;A01
201800021302;0;1;0;0;2;7;1;B01
201800021303;2;7;0;0;2;0;13;A01
201800021303;2;33;0;0;2;2;17;B01
201800021304;0;7;0;0;2;1;1;A01
201800021304;0;7;0;0;2;1;1;B01
201800021305;0;7;0;0;2;1;13;A01
201800021305;0;15;0;0;2;1;1;B01
201800021306;0;1;0;0;2;1;1;B01
201800021306;0;7;0;0;2;3;9;A01
201800021307;2;7;0;0;1;3;1;A01
201800021308;0;7;0;0;1;2;1;A01
201800021309;2;10;0;0;2;3;10;A01
201800021309;2;33;0;0;2;9;17;B01
201800021310;0;38;1;0;2;8;1;B01
201800021310;0;7;0;0;2;1;16;A01
201800021311;1;99;0;0;2;2;2;Z01
201800021311;1;33;0;0;2;4;2;A01
201800021312;0;7;0;0;2;1;1;A01
201800021312;0;1;0;0;2;1;1;B01
201800021313;1;7;0;0;1;2;1;A01
201800021314;0;2;0;0;2;3;16;A01
201800021314;0;7;0;0;2;3;15;B01
201800021315;0;21;0;0;0;0;0;A01
201800021315;0;33;0;0;0;0;2;B01
201800021316;2;7;0;13;0;2;2;A01
201800021317;0;2;0;0;2;1;0;A01
201800021317;0;10;0;0;2;7;15;B01
201800021318;0;7;0;0;1;2;1;A01
201800021319;0;7;0;0;9;3;1;A01
201800021319;0;1;0;0;2;3;13;B01
201800021320;2;33;0;0;2;8;15;A01
201800021320;1;7;0;0;2;2;1;B01
201800021321;0;33;0;13;0;2;1;A01
201800021322;2;33;0;0;2;3;17;A01
201800021322;1;7;0;0;9;3;1;B01
201800021323;0;33;0;0;2;1;17;A01
201800021323;0;13;0;0;2;1;15;B01
201800021324;1;7;0;0;2;1;0;A01
201800021324;2;10;0;0;2;1;1;B01
201800021325;0;7;0;0;2;1;13;A01
201800021325;0;7;0;0;2;1;1;B01
201800021326;1;7;0;6;0;3;14;A01
201800021327;0;33;0;4;0;4;1;A01
201800021328;0;7;0;0;9;3;16;A01
201800021328;0;1;0;0;2;1;1;B01
201800021329;1;10;0;0;2;2;1;A01
201800021329;2;1;0;0;2;8;0;B01
201800021330;1;33;0;0;2;8;0;A01
201800021330;2;7;0;0;2;8;0;B01
201800021331;0;7;0;0;0;3;15;A01
201800021331;0;33;0;0;2;1;1;B01
201800021332;1;7;0;0;2;1;1;A01
201800021332;2;2;0;0;2;1;13;B01
201800021333;1;7;0;0;2;2;15;A01
201800021333;2;2;0;0;2;1;1;B01
201800021334;0;2;0;0;2;8;15;A01
201800021334;0;7;0;0;2;1;1;B01
201800021335;1;31;0;0;0;7;1;A01
201800021336;1;33;0;0;0;7;2;A01
201800021337;0;7;0;2;0;8;14;A01
201800021338;0;7;0;0;0;3;1;A01
201800021338;0;7;0;0;0;3;1;B01
201800021339;0;33;0;6;0;1;15;A01
201800021340;1;33;0;0;0;0;17;A01
201800021341;2;33;0;3;0;1;1;A01
201800021342;1;7;0;0;0;9;0;A01
201800021343;0;7;0;0;9;2;1;A01
201800021343;0;1;0;0;2;1;0;B01
201800021344;2;7;0;0;2;6;23;B01
201800021344;2;33;0;0;2;1;1;A01
201800021345;1;7;0;0;2;1;17;A01
201800021345;1;1;0;0;0;4;2;B01
201800021346;1;7;0;0;0;0;2;A01
201800021346;1;7;0;0;0;6;14;B01
201800021346;1;33;0;0;2;1;2;C01
201800021347;0;2;0;0;0;0;0;A01
201800021348;2;33;0;12;0;1;1;A01
201800021349;0;7;0;13;0;1;0;A01
201800021350;1;7;0;0;2;1;2;A01
201800021350;1;7;0;0;0;4;2;B01
201800021351;0;99;0;0;1;2;2;A01
201800021352;0;99;0;0;2;1;9;B01
201800021352;0;10;0;0;9;1;1;A01
201800021353;2;7;0;6;0;3;14;A01
201800021354;1;33;0;5;0;2;19;A01
201800021355;2;33;0;0;2;1;1;B01
201800021355;0;7;0;0;2;3;15;A01
201800021356;1;7;0;0;2;7;13;A01
201800021356;1;7;0;0;2;1;1;B01
201800021357;1;2;0;0;2;1;13;A01
201800021357;1;7;0;0;2;3;1;B01
201800021358;1;17;0;0;2;2;15;A01
201800021358;2;30;0;0;2;1;1;B01
201800021359;1;7;0;13;0;1;1;A01
201800021360;1;16;0;13;0;1;0;A01
201800021361;1;7;0;0;1;2;1;A01
201800021362;1;7;0;0;2;7;0;A01
201800021362;2;7;0;0;2;1;1;B01
201800021363;0;2;0;0;0;0;1;A01
201800021364;0;7;0;1;1;4;4;A01
201800021365;2;33;0;2;0;2;1;A01
201800021366;2;33;0;0;2;2;1;A01
201800021366;2;7;0;0;2;1;9;B01
201800021367;1;10;0;2;0;1;1;A01
201800021368;0;7;0;0;2;3;1;B01
201800021368;0;7;0;0;2;1;1;A01
201800021369;0;2;0;0;0;4;15;A01
201800021369;0;2;0;0;2;1;2;B01
201800021370;2;2;0;0;2;1;1;B01
201800021370;2;7;0;0;0;8;16;A01
201800021371;2;7;0;0;2;1;1;B01
201800021371;1;7;0;0;2;1;11;A01
201800021372;2;7;0;0;2;1;2;A01
201800021372;2;7;0;0;0;4;2;B01
201800021373;2;7;0;2;0;9;1;A01
201800021374;1;7;0;4;0;3;1;A01
201800021375;2;7;0;13;0;1;1;A01
201800021376;1;7;0;4;0;3;1;A01
201800021377;2;38;57;4;0;3;1;A01
201800021378;1;7;0;13;0;1;0;A01
201800021379;1;7;0;15;0;1;1;A01
201800021380;2;7;0;16;0;2;1;A01
201800021381;2;7;0;14;0;1;1;C01
201800021381;2;7;0;0;0;4;1;B01
201800021381;2;10;0;0;2;1;21;A01
201800021382;2;7;0;0;2;1;1;B01
201800021382;2;7;0;0;1;4;13;A01
201800021383;2;7;0;0;2;2;14;A01
201800021383;2;17;0;0;0;6;1;B01
201800021384;0;7;0;0;2;1;1;B01
201800021384;0;30;0;0;2;8;9;A01
201800021385;0;7;0;0;2;1;16;A01
201800021385;0;10;0;0;0;4;1;B01
201800021386;0;10;0;0;2;1;15;A01
201800021386;0;7;0;0;0;7;1;B01
201800021387;0;7;0;0;1;3;16;A01
201800021388;0;7;0;0;1;1;1;A01
201800021389;2;7;0;0;2;1;9;A01
201800021389;1;7;0;0;2;4;19;B01
201800021390;0;7;0;0;2;1;1;A01
201800021390;0;7;0;0;0;1;15;B01
201800021391;2;7;0;0;1;1;2;A01
201800021392;1;7;0;0;2;3;0;A01
201800021392;2;7;0;0;2;3;0;B01
201800021393;1;7;0;0;2;3;13;A01
201800021393;2;7;0;0;0;3;1;B01
201800021394;0;7;0;0;2;1;2;A01
201800021394;0;7;0;0;0;4;2;B01
201800021395;2;10;0;0;1;1;19;A01
201800021396;2;7;0;0;2;4;24;A01
201800021396;1;7;0;1;0;1;2;B01
201800021397;1;7;0;0;2;1;0;A01
201800021397;2;2;0;0;2;7;0;B01
201800021398;0;3;0;0;2;1;2;A01
201800021398;0;7;0;0;0;4;1;B01
201800021399;0;7;0;0;2;1;2;A01
201800021399;0;7;0;0;0;4;2;B01
201800021400;2;30;0;0;2;1;1;B01
201800021400;0;7;0;0;2;3;15;A01
201800021401;0;7;0;0;2;1;1;B01
201800021401;0;7;0;0;2;3;15;A01
201800021402;0;7;0;0;2;3;1;A01
201800021402;0;7;0;0;2;3;1;B01
201800021403;0;33;0;0;2;1;17;A01
201800021403;0;10;0;0;2;8;15;B01
201800021404;1;7;0;0;1;2;2;A01
201800021405;0;7;0;0;2;1;9;A01
201800021405;0;33;0;0;2;7;1;B01
201800021406;0;7;0;14;2;1;2;A01
201800021406;0;1;0;14;2;7;2;B01
201800021407;0;7;0;1;2;1;13;A01
201800021407;0;7;0;0;2;1;1;C01
201800021408;0;7;0;0;2;1;16;A01
201800021408;0;2;0;0;2;1;9;B01
201800021409;0;7;0;0;2;2;15;A01
201800021409;0;33;0;0;2;1;1;B01
201800021410;0;7;0;0;1;1;17;A01
201800021411;2;14;0;0;2;7;9;A01
201800021411;0;33;0;0;2;7;9;B01
201800021412;0;7;0;0;1;1;1;A01
201800021413;1;7;0;0;2;1;2;A01
201800021413;1;7;0;0;2;4;2;B01
201800021414;0;2;0;0;0;7;1;B01
201800021414;0;7;0;0;2;1;15;A01
201800021415;0;7;0;0;2;1;2;A01
201800021415;0;7;0;0;2;4;2;B01
201800021415;0;7;0;1;0;4;2;C01
201800021416;0;7;0;0;2;1;2;A01
201800021416;0;7;0;0;2;4;2;B01
201800021416;0;7;0;0;2;4;2;C01
201800021417;0;7;0;1;0;2;1;A01
201800021418;0;7;0;0;1;1;1;A01
201800021419;0;7;0;0;2;1;15;A01
201800021419;0;33;0;0;2;7;1;B01
201800021420;1;7;0;0;2;3;15;A01
201800021420;0;7;0;0;2;3;1;B01
201800021420;0;10;0;1;0;0;0;C01
201800021420;0;7;0;1;0;0;0;D01
201800021420;0;7;0;1;0;0;0;E01
201800021421;1;7;0;0;2;1;2;A01
201800021421;0;7;0;0;2;4;2;B01
201800021421;0;7;0;0;2;1;2;C01
201800021422;0;7;0;0;2;1;9;A01
201800021422;0;7;0;0;2;4;2;B01
201800021422;0;7;0;0;0;4;2;C01
201800021423;1;7;0;0;2;1;2;A01
201800021423;1;7;0;0;0;4;23;B01
201800021424;0;7;0;0;1;1;1;A01
201800021425;0;7;0;0;0;4;1;B01
201800021425;0;7;0;0;2;1;2;A01
201800021426;0;3;0;0;2;1;2;A01
201800021426;0;7;0;0;0;4;15;B01
201800021427;0;7;0;0;2;1;15;A01
201800021427;0;31;0;0;0;8;1;B01
201800021428;0;7;0;0;2;1;9;A01
201800021428;0;7;0;9;2;8;1;B01
201800021429;0;7;0;0;2;1;1;A01
201800021429;0;7;0;0;0;1;1;B01
201800021430;0;7;0;0;2;7;9;A01
201800021430;0;33;0;0;2;1;0;B01
201800021431;0;7;0;0;1;1;0;A01
201800021432;2;7;0;0;2;1;9;A01
201800021432;2;33;0;0;2;0;0;B01
201800021433;0;7;0;0;1;1;0;A01
201800021434;0;7;0;0;2;1;2;A01
201800021434;0;33;0;0;2;4;2;B01
201800021435;0;30;0;0;2;1;2;A01
201800021435;0;7;0;0;0;4;2;B01
201800021436;0;31;0;0;0;2;1;B01
201800021436;0;37;46;0;2;3;9;A01
201800021437;0;7;0;0;1;1;1;A01
201800021438;0;37;5;0;2;1;2;A01
201800021438;0;7;0;0;0;4;1;B01
201800021439;0;7;0;0;2;1;0;A01
201800021439;0;1;0;0;0;4;9;B01
201800021440;2;7;0;0;2;2;15;A01
201800021440;1;7;0;0;2;1;1;B01
201800021441;0;30;0;0;2;1;18;A01
201800021441;0;7;0;0;0;0;0;B01
201800021442;1;10;0;0;2;1;2;A01
201800021442;1;7;0;0;0;4;23;B01
201800021443;0;7;0;0;2;1;2;A01
201800021443;0;7;0;0;2;4;2;B01
201800021444;0;2;0;0;2;5;0;A01
201800021444;0;7;0;0;2;1;1;B01
201800021445;0;7;0;1;2;1;1;A01
201800021445;0;7;0;0;2;4;20;B01
201800021446;0;3;0;0;1;7;0;A01
201800021447;0;10;0;0;2;1;2;A01
201800021447;0;7;0;0;2;4;2;B01
201800021447;0;7;0;0;0;4;1;C01
201800021448;0;31;0;0;2;0;1;A01
201800021448;0;7;0;0;2;8;1;B01
201800021448;0;7;0;0;2;8;1;C01
201800021449;0;7;0;0;2;5;9;A01
201800021449;0;31;0;0;2;1;1;B01
201800021450;0;7;0;0;2;1;1;A01
201800021450;0;10;0;0;2;4;9;B01
201800021451;0;7;0;0;2;1;2;A01
201800021451;0;7;0;0;2;4;2;B01
201800021452;0;7;0;16;0;1;1;A01
201800021453;2;7;0;0;2;8;1;B01
201800021453;2;7;0;0;2;1;15;A01
201800021454;0;7;0;0;1;3;19;A01
201800021455;1;7;0;0;2;1;2;A01
201800021455;1;7;0;0;2;4;23;B01
201800021455;1;7;0;0;2;4;23;C01
201800021456;1;7;0;0;2;1;2;A01
201800021456;1;7;0;0;5;1;1;B01
201800021457;0;7;0;0;2;3;2;A01
201800021457;0;33;0;0;2;5;17;B01
201800021458;0;7;0;0;2;1;2;A01
201800021458;0;7;0;0;0;4;1;B01
201800021459;0;33;0;0;2;1;13;A01
201800021459;0;7;0;0;2;1;1;B01
201800021460;0;7;0;0;1;1;1;A01
201800021461;0;33;0;0;2;1;1;B01
201800021461;0;7;0;0;2;3;15;A01
201800021462;0;7;0;0;1;1;1;A01
201800021463;0;10;0;0;2;5;1;A01
201800021463;0;7;0;0;2;3;18;B01
201800021464;0;7;0;0;2;1;2;A01
201800021464;0;7;0;0;2;4;1;B01
201800021465;0;7;0;0;2;3;13;A01
201800021465;0;7;0;0;2;3;1;B01
201800021466;0;7;0;0;1;2;1;A01
201800021467;0;7;0;0;2;1;1;A01
201800021467;0;7;0;0;0;4;1;B01
201800021468;1;7;0;2;0;3;0;A01
201800021469;2;7;0;0;2;3;17;A01
201800021469;1;33;0;0;2;8;1;B01
201800021470;2;7;0;5;0;2;1;A01
201800021471;2;33;0;0;2;1;1;A01
201800021471;2;7;0;0;2;8;15;B01
201800021472;1;7;0;2;0;1;1;A01
201800021473;0;7;0;16;0;9;1;A01
201800021474;0;10;0;0;1;1;16;A01
201800021475;2;7;0;0;1;1;1;A01
201800021476;1;7;0;0;2;1;17;A01
201800021476;1;14;0;0;2;6;1;C01
201800021476;2;7;0;0;2;1;1;B01
201800021477;1;7;0;0;9;2;1;A01
201800021477;1;1;0;0;2;8;16;B01
201800021478;1;30;0;2;0;1;1;A01
201800021479;2;7;0;2;0;1;14;A01
201800021480;1;7;0;0;2;3;1;B01
201800021480;2;10;0;0;2;2;15;A01
201800021481;1;36;0;1;0;1;1;A01
201800021482;1;7;0;0;1;3;1;A01
201800021483;2;7;0;0;1;1;1;A01
201800021484;2;31;0;0;2;1;1;B01
201800021484;1;7;0;0;9;8;15;A01
201800021485;1;7;0;0;2;7;14;A01
201800021485;1;99;0;0;2;0;0;R01
201800021486;2;31;0;0;2;1;2;A01
201800021486;2;7;0;0;2;2;9;B01
201800021487;0;7;0;2;0;1;21;A01
201800021488;1;33;0;0;2;1;17;A01
201800021488;1;7;0;0;2;3;15;B01
201800021489;2;7;0;8;0;1;14;A01
201800021490;2;7;0;2;0;1;1;A01
201800021491;1;35;0;0;2;1;1;A01
201800021491;2;7;0;0;2;5;1;B01
201800021492;2;7;0;0;2;3;2;B01
201800021492;1;7;0;0;2;1;0;A01
201800021493;1;7;0;0;2;1;1;B01
201800021493;0;7;0;0;2;2;0;A01
201800021494;0;7;0;0;1;1;1;A01
201800021495;1;7;0;0;2;1;1;A01
201800021495;1;7;0;0;2;4;1;B01
201800021495;1;7;0;0;2;4;23;C01
201800021496;0;7;0;8;2;6;1;A01
201800021496;0;7;0;12;2;1;1;B01
201800021497;1;7;0;0;1;0;0;A01
201800021498;1;10;0;0;1;1;15;A01
201800021499;0;33;0;0;2;1;1;B01
201800021499;0;7;0;0;2;7;1;A01
201800021500;2;7;0;1;0;1;1;A01
201800021500;0;7;0;1;2;7;0;B01
201800021500;0;7;0;1;0;4;0;C01
201800021501;1;7;0;0;2;1;15;A01
201800021501;2;33;0;0;2;1;0;B01
201800021502;0;7;0;0;2;4;0;B01
201800021502;0;7;0;0;2;1;0;A01
201800021503;1;7;0;1;0;1;14;A01
201800021503;0;10;0;1;2;5;0;B01
201800021503;0;7;0;1;0;7;0;C01
201800021504;0;30;0;0;2;1;1;A01
201800021504;0;7;0;0;2;3;15;B01
201800021505;0;7;0;0;2;1;1;A01
201800021505;0;7;0;0;2;8;1;B01
201800021506;1;7;0;13;0;0;1;A01
201800021507;0;7;0;0;2;1;1;A01
201800021507;0;7;0;0;2;8;1;B01
201800021508;2;7;0;0;2;2;0;B01
201800021508;1;30;0;0;2;9;1;A01
201800021509;1;30;0;12;0;1;14;A01
201800021510;1;7;0;0;2;5;15;A01
201800021510;2;33;0;0;2;1;1;B01
201800021511;1;13;0;0;1;5;1;A01
201800021512;1;33;0;0;2;1;17;A01
201800021512;1;7;0;0;2;5;15;B01
201800021513;2;7;0;0;2;1;0;B01
201800021513;1;33;0;0;2;1;1;C01
201800021513;1;7;0;0;2;3;15;A01
201800021514;2;7;0;0;2;1;2;A01
201800021514;2;30;0;0;2;1;23;B01
201800021514;2;7;0;0;2;4;23;C01
201800021515;1;10;0;0;2;1;1;A01
201800021515;1;2;0;0;2;6;1;B01
201800021516;1;7;0;11;0;1;14;A01
201800021517;0;14;0;0;2;4;1;A01
201800021517;0;7;0;0;6;3;1;B01
201800021518;0;7;0;2;0;9;1;A01
201800021519;1;7;0;0;2;4;1;A01
201800021519;1;30;0;0;2;1;1;B01
201800021520;2;30;0;0;2;1;17;A01
201800021520;2;7;0;0;2;8;15;B01
201800021521;1;15;0;12;0;3;1;A01
201800021522;2;37;5;12;0;1;13;A01
201800021523;1;7;0;2;0;1;14;A01
201800021524;2;7;0;3;2;4;2;D01
201800021524;2;7;0;0;1;1;2;B01
201800021524;2;7;0;3;2;1;2;C01
201800021524;2;7;0;0;2;3;2;A01
201800021525;1;7;0;0;2;4;2;A01
201800021525;1;7;0;0;2;1;2;B01
201800021526;2;7;0;2;0;1;13;A01
201800021527;2;7;0;0;0;0;0;A01
201800021528;0;7;0;0;1;1;1;A01
201800021529;1;7;0;8;0;1;1;A01
201800021530;1;7;0;0;1;1;1;A01
201800021531;2;7;0;0;2;8;17;A01
201800021531;1;34;0;0;2;1;1;B01
201800021532;2;33;0;0;2;1;1;A01
201800021532;1;7;0;0;2;1;1;B01
201800021533;1;34;0;15;0;2;1;A01
201800021534;2;2;0;0;2;1;1;A01
201800021534;2;10;0;0;0;4;15;B01
201800021535;0;7;0;0;2;3;15;A01
201800021535;0;33;0;0;2;1;1;B01
201800021536;2;2;0;0;2;3;13;A01
201800021536;1;7;0;0;2;3;1;B01
201800021537;2;2;0;0;2;1;1;A01
201800021537;0;7;0;0;2;3;15;B01
201800021538;1;7;0;0;2;2;10;A01
201800021538;1;7;0;0;2;2;1;B01
201800021539;2;7;0;6;2;5;1;B01
201800021539;;7;0;;;;;A01
201800021540;2;7;0;0;2;1;5;A01
201800021540;1;7;0;0;2;1;1;B01
201800021541;1;10;0;0;1;5;4;A01
201800021542;1;7;0;0;1;2;16;A01
201800021543;1;7;0;1;0;7;16;A01
201800021543;1;31;0;0;2;6;23;B01
201800021544;0;7;0;7;0;9;14;A01
201800021545;0;33;0;0;2;1;17;A01
201800021545;0;7;0;0;2;6;17;B01
201800021546;0;30;0;0;2;1;1;A01
201800021546;0;7;0;0;2;2;15;B01
201800021547;0;33;0;0;0;8;1;A01
201800021548;0;30;0;0;0;8;9;A01
201800021549;1;1;0;0;2;2;1;A01
201800021549;0;7;0;0;6;3;15;B01
201800021550;0;7;0;10;0;1;1;A01
201800021551;1;7;0;2;0;2;13;A01
201800021552;1;7;0;6;0;1;1;A01
201800021553;0;7;0;6;2;1;9;A01
201800021553;0;7;0;6;2;2;19;B01
201800021554;1;7;0;0;2;4;23;A01
201800021554;1;13;0;0;2;1;1;B01
201800021555;0;7;0;0;2;1;17;A01
201800021555;1;7;0;0;2;6;15;B01
201800021556;2;7;0;0;1;0;0;A01
201800021557;2;7;0;0;0;1;1;A01
201800021558;1;7;0;0;1;0;0;A01
201800021559;1;1;0;0;2;1;1;B01
201800021559;0;7;0;0;6;3;15;A01
201800021560;1;7;0;0;1;1;1;A01
201800021561;1;7;0;0;1;2;0;A01
