Num_Acc;catr;voie;v1;v2;circ;nbv;pr;pr1;vosp;prof;plan;lartpc;larrout;surf;infra;situ;env1
201800028089;4;;;;2;2;;;0;1;1;;;1;0;3;0
201800028090;4;;;;2;2;;;0;1;1;;;1;0;3;0
201800028091;4;;;;2;1;;;0;1;1;;;2;0;3;0
201800028092;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028093;4;;;;2;2;;;0;1;1;;;1;0;3;0
201800028094;4;;;;2;3;;;0;1;1;;;1;0;3;0
201800028095;4;;;;2;2;;;0;1;1;;;1;0;3;0
201800028096;4;;;;2;2;;;0;1;1;;;1;0;3;0
201800028097;4;;;;1;1;;;2;2;1;;;1;0;3;0
201800028098;4;;;;1;1;;;0;1;1;;;1;0;3;0
201800028099;4;;;;3;4;;;0;1;1;;;1;0;3;0
201800028100;4;;;;2;4;;;0;2;3;;;1;0;3;0
201800028101;4;;;;2;2;;;0;1;3;;;1;0;2;0
201800028102;4;;;;2;2;;;0;1;1;;;1;0;3;0
201800028103;4;;;;1;1;;;0;1;1;;;1;0;2;0
201800028104;4;;;;2;2;;;0;1;1;;;1;0;1;0
201800028105;4;;;;2;3;;;0;1;1;;;1;5;3;0
201800028106;4;;;;2;2;;;0;1;1;;;1;0;3;0
201800028107;2;244;;;1;2;1;200;0;1;1;;;1;3;3;0
201800028108;4;;;;2;2;;;1;1;1;;;1;0;3;0
201800028109;4;;;;2;2;;;0;1;1;;;1;0;1;0
201800028110;4;;;;3;5;;;0;1;1;;;1;0;3;0
201800028111;4;;;;2;2;;;0;1;1;;;1;0;3;0
201800028112;4;;;;2;2;;;0;1;1;;;2;5;3;0
201800028113;4;;;;3;6;;;0;3;1;;;1;2;3;0
201800028114;4;;;;1;1;0;0;0;1;1;;;1;0;3;0
201800028115;4;;;;3;4;;;0;1;1;;;1;0;3;0
201800028116;4;;;;1;1;;;0;1;1;;;1;0;3;0
201800028117;2;44;;;2;3;600;0;0;1;1;;;1;5;3;0
201800028118;4;;;;2;2;;;0;2;3;;;2;0;3;0
201800028119;9;;;;2;2;;;0;1;1;;;2;0;3;0
201800028120;4;;;;;;;;;;;;;;;;
201800028121;4;;;;2;2;;;0;1;1;;;1;0;3;0
201800028122;4;;;;0;2;;;0;1;1;;;1;0;3;0
201800028123;4;;;;;;;;;;;;;;;;
201800028124;4;;;;2;2;;;0;1;1;;;1;0;3;0
201800028125;4;;;;2;0;;;0;1;1;;;1;0;3;0
201800028126;4;;;;1;1;;;0;1;1;;;1;0;3;0
201800028127;4;;;;2;2;;;1;1;1;;;1;0;3;0
201800028128;4;;;;1;0;;;0;1;1;;;1;0;3;0
201800028129;4;;;;2;4;;;0;1;1;;;1;0;3;0
201800028130;4;;;;2;2;;;0;1;1;;;1;0;3;0
201800028131;4;;;;2;2;;;0;2;1;;;1;0;3;0
201800028132;4;;;;2;2;;;0;1;1;;;1;0;3;0
201800028133;4;;;;2;2;;;0;1;1;;;1;0;3;0
201800028134;2;244;;;3;3;111;550;0;1;1;;;1;2;3;0
201800028135;4;;;;1;1;;;0;2;1;;;1;0;3;0
201800028136;4;;;;1;1;;;0;1;1;;;1;0;3;0
201800028137;4;;;;2;3;;;0;1;1;;;1;0;1;0
201800028138;4;;;;1;0;;;0;1;1;;;1;0;1;0
201800028139;4;;;;2;2;;;0;2;1;;;2;0;3;0
201800028140;2;51;;;2;3;19;270;0;1;1;;;1;0;3;0
201800028141;4;;;;2;5;;;0;1;1;;;2;0;3;0
201800028142;3;944;;;1;2;22;630;0;1;1;;;2;5;3;0
201800028143;4;;;;2;3;;;0;1;1;;;1;0;3;0
201800028144;4;;;;2;3;;;0;4;3;;;2;5;3;0
201800028145;4;;;;1;2;;;0;1;1;;;1;0;3;0
201800028146;4;;;;;;;;;;;;;;;;
201800028147;4;;;;2;2;;;0;2;1;;;1;0;2;0
201800028148;4;;;;2;3;;;0;1;3;;;2;0;3;0
201800028149;4;;;;2;0;;;0;1;1;;;2;0;3;0
201800028150;4;;;;2;2;;;1;1;1;;;2;0;3;0
201800028151;4;;;;2;2;;;0;1;1;;;1;0;3;0
201800028152;4;;;;2;2;;;0;1;1;;;1;0;3;0
201800028153;4;;;;2;1;;;0;1;1;;;1;0;3;0
201800028154;4;;;;1;2;;;3;1;1;;;1;0;3;0
201800028155;4;;;;2;2;;;0;1;1;;;1;0;3;0
201800028156;4;;;;2;2;;;0;1;1;;;9;0;3;0
201800028157;4;;;;1;2;;;0;3;1;;;1;0;3;0
201800028158;4;;;;2;2;;;0;2;1;;;1;0;1;0
201800028159;4;;;;2;2;;;0;1;1;;;2;0;3;0
201800028160;4;;;;2;2;;;0;1;1;;;1;0;3;0
201800028161;4;;;;2;2;;;0;2;1;;;2;0;3;0
201800028162;4;;;;2;2;;;0;1;1;;;2;0;3;0
201800028163;4;;;;0;1;;;1;1;2;;;1;0;3;0
201800028164;4;;;;1;2;;;0;1;3;;;1;0;3;0
201800028165;4;;;;;;;;;;;;;;;;
201800028166;3;944;;;2;2;13;400;0;1;1;;;1;0;3;0
201800028167;4;;;;2;2;;;0;2;1;;;2;0;3;0
201800028168;3;944;;;2;2;15;600;0;1;1;;;2;5;3;0
201800028169;4;;;;;;;;;;;;;;;;
201800028170;4;;;;;;;;;;;;;;;;
201800028171;4;;;;2;4;;;0;2;1;;;2;0;3;0
201800028172;2;;;;2;5;51;240;0;1;1;;;2;3;3;0
201800028173;4;;;;2;2;;;0;4;1;;;2;0;3;0
201800028174;4;;;;2;0;;;0;1;1;;;1;0;3;0
201800028175;3;951;;;1;4;23;0;1;1;1;;;2;0;3;0
201800028176;4;;;;2;2;;;0;1;2;;;2;0;3;0
201800028177;4;;;;;;;;;;;;;;;;
201800028178;3;944;;;2;2;13;700;0;1;1;;;1;0;3;0
201800028179;4;;;;2;2;;;0;1;1;;;1;0;3;0
201800028180;4;;;;2;2;;;0;1;1;;;1;0;3;0
201800028181;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028182;3;9;;;2;4;15;330;2;2;1;;;2;3;3;0
201800028183;4;;;;2;0;;;0;1;1;;;2;0;3;0
201800028184;4;;;;2;2;;;0;1;2;;;2;0;3;0
201800028185;4;;;;3;4;;;0;1;1;;;1;0;3;0
201800028186;4;;;;2;3;;;0;1;1;;;2;0;2;0
201800028187;4;;;;;;;;;;;;;;;;
201800028188;4;;;;2;0;;;0;1;1;;;2;0;3;0
201800028189;4;;;;2;2;;;0;1;1;;;1;0;3;0
201800028190;4;;;;2;0;;;0;1;1;;;1;0;3;0
201800028191;4;;;;2;4;;;3;1;2;;;1;0;2;0
201800028192;2;44;;;3;2;44;820;0;1;1;;;1;0;3;0
201800028193;4;;;;2;2;;;0;1;1;;;2;0;3;0
201800028194;3;619;;;2;2;28;600;0;2;1;0;0;1;0;1;99
201800028195;3;161;;;2;2;5;325;0;2;3;0;0;2;0;3;99
201800028196;3;143;;;2;2;3;600;0;2;3;0;0;1;0;1;99
201800028197;2;67;;;2;2;1;0;0;1;1;;;1;0;3;0
201800028198;3;619;;;2;2;30;740;0;1;1;;;1;0;3;0
201800028199;6;;;;0;1;0;0;0;1;1;;;1;0;3;0
201800028200;4;;;;1;1;0;0;0;1;1;;;1;0;3;0
201800028201;3;65;;;2;2;42;745;0;1;1;;;1;0;3;0
201800028202;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028203;3;619;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028204;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028205;3;619;;;2;2;30;988;0;1;1;;;1;0;3;0
201800028206;3;65;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028207;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028208;4;;;;1;1;0;0;0;1;1;;;1;0;3;0
201800028209;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028210;4;0;;;1;1;;;0;1;1;0;0;2;0;1;0
201800028211;3;635;;;3;2;1;494;0;1;3;;;8;0;3;0
201800028212;4;;;;0;2;0;0;0;1;1;;;1;0;3;0
201800028213;4;;;;1;1;;0;0;1;1;;;1;0;3;0
201800028214;4;;;;1;1;0;0;0;1;1;;;1;0;1;0
201800028215;4;;;;2;2;0;0;0;1;1;;;2;2;3;0
201800028216;4;;;;2;2;0;0;0;1;1;;;2;0;3;0
201800028217;4;;;;1;1;0;0;0;2;2;;;1;5;3;0
201800028218;2;4;;;3;2;0;0;0;2;1;;;1;5;3;0
201800028219;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028220;4;;;;0;2;0;0;0;1;1;;;1;0;3;0
201800028221;4;;;;2;2;0;0;0;1;3;;;1;0;3;0
201800028222;4;;;;2;2;;;0;1;1;10;10;1;0;1;99
201800028223;4;;;;2;2;;;0;1;0;0;45;1;5;1;3
201800028224;3;57;;;2;1;34;600;0;2;1;0;0;2;0;1;99
201800028225;3;57;;;3;2;33;230;0;1;1;23;90;2;0;1;0
201800028226;4;0;;;0;1;;;0;1;1;0;61;1;0;1;0
201800028227;4;0;;;3;2;;;0;1;1;0;50;1;0;1;0
201800028228;4;0;;;2;3;;;0;1;1;0;0;1;5;1;99
201800028229;3;112;;;2;2;27;200;2;1;1;0;0;1;0;1;99
201800028230;3;57;;;3;2;36;400;0;1;1;0;0;1;0;1;99
201800028231;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028232;4;;;;2;4;0;0;0;1;1;;;1;5;3;0
201800028233;4;;;;3;2;0;0;0;1;1;;;1;0;3;0
201800028234;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028235;4;;;;2;2;1;0;0;1;1;;;1;0;3;0
201800028236;4;;;;2;2;0;0;3;1;1;;;1;0;3;0
201800028237;3;57;;;3;6;31;600;0;1;1;;;1;0;3;0
201800028238;4;;;;2;2;1;0;0;1;4;;;1;0;3;0
201800028239;3;32;;;2;2;42;80;0;1;3;;;1;5;3;0
201800028240;3;57;;;2;2;37;720;0;1;1;;;1;0;3;0
201800028241;4;;;;2;1;0;0;0;2;3;;;2;0;3;0
201800028242;3;32;;;2;2;41;575;0;3;2;;;1;0;3;0
201800028243;3;57;;;2;5;31;600;0;1;1;;;1;0;3;0
201800028244;4;;;;3;2;0;0;0;1;1;;;1;0;3;0
201800028245;4;;;;0;2;0;0;0;1;1;;;1;0;3;0
201800028246;3;21;;;1;1;33;900;0;1;3;;;1;5;3;0
201800028247;3;104;;;2;1;2;0;0;1;1;;;1;0;3;0
201800028248;3;906;;;3;2;18;384;0;1;3;0;0;2;0;1;99
201800028249;3;643;;;2;2;10;588;0;1;1;;;2;0;3;0
201800028250;4;0;;;2;2;;;0;1;1;0;49;1;0;1;99
201800028251;3;603;;;2;2;7;640;0;1;1;0;0;2;0;1;99
201800028252;3;952;;;2;2;47;644;0;1;1;;;1;0;3;0
201800028253;3;613;;;2;2;8;666;0;1;1;;;1;0;3;0
201800028254;3;136;;;2;2;3;900;0;2;1;;;1;0;3;0
201800028255;3;135;;;2;2;3;0;0;1;1;;;1;0;3;0
201800028256;3;952;;;2;2;47;779;0;1;3;;;2;0;3;0
201800028257;3;116;;;2;1;1;0;0;1;3;0;80;1;5;1;0
201800028258;3;400;;;2;2;1;0;0;1;1;0;0;1;0;1;99
201800028259;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028260;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028261;3;918;;;2;2;1;300;0;1;1;0;66;1;0;3;99
201800028262;4;0;;;2;2;21;0;0;1;1;0;0;2;0;1;99
201800028263;4;0;;;2;2;;;0;1;1;0;0;2;0;1;99
201800028264;3;46;;;2;2;1;797;0;1;1;;;1;0;3;0
201800028265;3;520;;;2;2;0;100;0;1;1;;;1;0;3;0
201800028266;6;0;;;0;0;;;0;1;1;0;0;1;0;1;99
201800028267;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028268;3;520;;;2;2;6;95;0;1;1;;;1;0;3;0
201800028269;3;26;;;2;2;1;100;0;1;1;;;1;5;3;0
201800028270;2;52;;;3;4;11;579;0;1;1;;;1;0;3;0
201800028271;3;918;;;2;2;3;298;0;1;1;;;1;0;3;0
201800028272;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028273;3;918;;;2;2;3;560;0;2;1;;;1;0;3;0
201800028274;2;52;;;1;2;20;649;0;1;1;;;1;0;3;0
201800028275;2;52;;;1;0;12;0;0;1;1;;;1;0;3;0
201800028276;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028277;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028278;3;46;;B;2;2;0;649;0;1;1;;;1;0;3;0
201800028279;2;52;;;1;2;10;250;0;1;3;;;2;0;3;0
201800028280;4;;;;2;2;0;0;0;2;1;;;1;0;3;0
201800028281;4;0;;;2;2;;;2;1;1;0;60;1;0;1;99
201800028282;4;;;;2;2;0;0;0;1;1;;;1;5;2;0
201800028283;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028284;4;;;;1;3;0;0;0;1;1;;;2;0;3;0
201800028285;4;;;;1;1;0;0;0;1;1;;;1;0;3;0
201800028286;4;0;;;1;1;;;0;1;1;0;0;2;0;1;3
201800028287;4;0;;;3;2;;;0;1;0;0;0;2;0;1;0
201800028288;4;0;;;2;1;;;0;1;1;0;0;1;0;1;0
201800028289;6;0;;;0;0;;;0;1;0;0;0;0;0;0;0
201800028290;4;0;;;1;2;;;0;1;1;0;0;1;0;1;0
201800028291;4;0;;;1;1;;;0;1;1;0;0;1;0;1;0
201800028292;4;0;;;2;3;;;0;1;1;0;0;1;0;1;0
201800028293;4;0;;;2;2;;;0;1;1;0;0;1;0;1;0
201800028294;4;0;;;2;2;;;0;1;1;0;0;1;0;1;0
201800028295;4;0;;;2;2;;;0;1;1;0;0;1;0;1;99
201800028296;4;0;;;2;0;;;0;1;1;0;0;2;0;1;0
201800028297;4;0;;;2;0;;;0;1;1;0;0;1;0;1;0
201800028298;4;0;;;1;1;;;0;1;1;0;0;1;0;1;0
201800028299;4;0;;A;1;2;;;0;2;1;0;0;2;0;1;0
201800028300;4;0;;;1;2;;;0;1;0;0;0;0;0;1;0
201800028301;4;0;;;2;4;;;1;1;1;0;0;0;0;1;0
201800028302;4;0;;;2;2;;;0;1;1;0;0;2;0;1;0
201800028303;4;0;;;2;2;;;0;1;1;0;0;1;0;1;0
201800028304;4;0;;;1;2;;;0;1;1;0;0;2;0;1;0
201800028305;4;0;;;2;2;;;0;1;1;0;0;2;0;1;0
201800028306;4;0;;;2;4;;;0;1;1;0;0;1;0;1;0
201800028307;4;0;;;2;4;;;0;1;1;0;0;1;0;1;0
201800028308;4;0;;;1;1;;;0;1;0;0;0;1;0;1;0
201800028309;4;0;;;1;2;;;0;1;0;0;0;1;0;1;0
201800028310;4;0;;;2;2;;;0;0;0;0;0;1;0;1;0
201800028311;4;0;;;2;4;;;0;0;0;0;0;1;0;4;0
201800028312;4;0;;;1;2;;;0;1;0;0;0;1;0;1;0
201800028313;4;0;;;2;4;;;0;1;1;0;0;0;0;1;0
201800028314;4;0;;;2;2;;;0;1;1;0;0;1;0;1;99
201800028315;4;0;;;2;2;;;0;0;1;0;0;1;0;1;0
201800028316;4;0;;A;2;4;;;0;1;1;0;0;2;0;1;0
201800028317;4;0;;;2;2;;;0;1;0;0;0;0;0;1;0
201800028318;4;0;;;2;0;;;3;1;0;0;0;1;0;1;0
201800028319;3;974;;;1;2;29;318;0;1;1;0;0;2;0;1;0
201800028320;4;0;;;1;2;;;0;2;1;0;0;1;0;1;0
201800028321;4;0;;;2;4;;;0;1;0;0;0;1;0;1;0
201800028322;4;0;;;2;2;;;0;1;1;0;0;1;0;1;0
201800028323;4;0;;;1;1;;;0;1;1;0;0;1;0;1;0
201800028324;4;0;;;1;1;;;0;1;1;0;0;1;0;1;0
201800028325;4;0;;;2;3;;;0;1;1;0;0;1;0;1;99
201800028326;4;0;;;2;4;;;0;1;1;0;0;2;0;1;0
201800028327;4;0;;;2;3;;;0;1;1;0;0;1;0;1;0
201800028328;4;0;;;2;4;;;0;1;1;0;0;1;0;1;99
201800028329;4;0;;;1;2;;;0;1;1;0;0;1;0;1;0
201800028330;4;0;;;2;2;;;0;1;1;0;0;1;0;1;99
201800028331;4;0;;;2;1;;;0;1;1;0;0;1;0;1;0
201800028332;4;0;;;2;1;;;0;1;1;0;0;2;0;4;0
201800028333;4;0;;;2;4;;;0;1;1;0;0;2;0;1;0
201800028334;4;0;;A;2;1;;;0;1;1;0;0;2;0;1;0
201800028335;4;0;;;1;2;;;0;1;1;0;0;1;0;1;0
201800028336;4;0;;A;1;1;;;0;1;0;0;0;0;0;1;0
201800028337;4;0;;;1;1;;;0;2;1;0;0;1;0;1;0
201800028338;4;0;;;2;2;;;0;1;1;0;0;1;0;1;0
201800028339;4;0;;;2;2;;;0;1;1;0;0;1;0;1;0
201800028340;4;0;;;1;2;;;0;1;0;0;0;1;0;1;0
201800028341;4;0;;A;1;2;;;0;1;1;0;0;1;0;1;0
201800028342;4;0;;A;1;2;;;0;1;0;0;0;1;0;1;0
201800028343;4;0;;;1;1;;;0;1;1;0;0;1;0;1;0
201800028344;4;0;;;2;2;;;0;1;1;0;86;7;0;1;0
201800028345;3;674;;;1;1;35;887;0;2;1;0;0;1;0;1;3
201800028346;4;0;;;1;1;;;0;1;1;0;0;1;0;1;0
201800028347;4;0;;;2;2;;;0;2;1;0;0;1;0;1;0
201800028348;4;0;;A;1;2;;;0;1;1;0;0;1;0;1;0
201800028349;4;0;;;2;2;;;0;1;1;0;0;1;0;1;0
201800028350;4;0;;;1;2;;;0;1;1;0;0;1;0;1;0
201800028351;4;0;;;1;1;;;0;1;1;0;0;1;0;1;0
201800028352;4;0;;;2;2;;;0;1;1;0;0;1;0;1;0
201800028353;4;0;;;2;2;;;0;1;1;0;0;1;0;1;0
201800028354;4;0;;;2;2;;;0;1;1;0;0;1;0;1;0
201800028355;4;0;;;1;2;;;0;1;1;0;0;1;0;1;0
201800028356;4;0;;;2;5;;;0;1;1;0;0;1;0;1;99
201800028357;4;0;;;1;2;;;0;1;1;0;0;1;0;1;0
201800028358;4;0;;;2;2;;;0;1;1;0;0;1;0;1;0
201800028359;4;0;;;1;1;;;0;2;1;0;0;1;0;1;0
201800028360;4;0;;A;2;2;;;0;3;1;0;0;1;0;1;0
201800028361;4;0;;;1;3;;;3;1;4;0;0;1;4;1;99
201800028362;4;0;;;2;2;;;0;1;1;0;0;1;0;1;0
201800028363;4;0;;;2;2;;;0;1;1;0;0;1;0;1;99
201800028364;4;0;;;2;2;;;0;1;1;0;0;1;0;1;99
201800028365;4;0;;;1;1;;;0;1;1;0;0;1;0;1;99
201800028366;4;0;;A;1;2;;;0;1;1;0;0;1;0;1;99
201800028367;4;0;;;2;2;;;0;1;1;0;0;1;0;1;99
201800028368;4;0;;;1;2;;;0;0;1;0;0;1;0;1;99
201800028369;4;0;;;3;3;;;0;1;1;0;0;1;0;1;99
201800028370;4;0;;;1;2;;;0;1;1;0;0;1;0;1;99
201800028371;4;0;;;1;;;;0;1;1;0;0;1;0;1;99
201800028372;4;0;;A;0;;;;0;1;1;0;0;1;0;1;99
201800028373;4;0;;;1;1;;;0;1;1;0;0;1;0;1;99
201800028374;4;0;;;1;2;;;0;1;1;0;0;2;0;1;99
201800028375;4;0;;;3;4;;;0;1;1;0;0;1;0;1;99
201800028376;4;0;;;2;2;;;0;1;1;0;0;1;0;1;99
201800028377;4;0;;;2;5;;;0;1;1;0;0;1;0;1;99
201800028378;4;0;;;1;1;;;0;1;1;0;0;1;0;1;99
201800028379;4;0;;A;0;2;;;0;1;1;0;0;1;0;0;99
201800028380;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028381;4;;;;2;4;0;0;3;1;1;;;2;0;3;0
201800028382;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028383;4;;;;1;2;0;0;3;1;1;;;1;0;3;0
201800028384;4;;;;1;2;0;0;0;1;1;;;1;0;3;0
201800028385;4;;;;1;1;0;0;0;1;1;;;1;0;3;0
201800028386;4;;;;0;2;0;0;0;1;1;;;1;0;3;0
201800028387;4;;;;3;2;0;0;0;3;1;;;1;0;3;0
201800028388;4;;;;0;1;0;0;0;1;1;;;1;0;3;0
201800028389;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028390;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028391;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028392;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028393;4;;;;1;2;0;0;0;1;1;;;1;0;3;0
201800028394;4;;;;3;2;0;0;0;1;1;;;1;0;3;0
201800028395;4;;;;2;;0;0;0;1;1;;;1;0;3;0
201800028396;4;;;;1;4;0;0;0;1;1;;;1;0;3;0
201800028397;4;;;;1;2;0;0;0;1;1;;;1;0;3;0
201800028398;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028399;4;;;;1;2;0;0;0;1;1;;;1;0;3;0
201800028400;4;;;;1;2;0;0;0;1;1;;;1;0;3;0
201800028401;4;;;;1;1;0;0;0;1;1;;;1;0;3;0
201800028402;4;;;;1;2;0;0;0;1;1;;;1;0;3;0
201800028403;4;;;;1;;0;0;0;1;1;;;1;0;3;0
201800028404;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028405;4;;;;2;4;0;0;0;1;1;;;1;0;3;0
201800028406;4;;;;1;1;0;0;0;1;1;;;1;0;3;0
201800028407;4;;;;2;3;0;0;0;1;1;;;1;0;3;0
201800028408;4;;;;1;2;0;0;0;1;1;;;1;0;3;0
201800028409;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028410;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028411;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028412;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028413;4;;;;2;3;0;0;0;3;1;;;1;0;3;0
201800028414;4;;;;1;1;0;0;0;1;1;;;1;0;3;0
201800028415;4;;;;1;2;0;0;2;1;1;;;1;0;3;0
201800028416;4;;;;1;2;0;0;0;3;1;;;1;0;3;0
201800028417;4;;;;2;2;0;0;0;3;1;;;1;0;3;0
201800028418;4;;;;1;2;0;0;0;1;1;;;1;0;3;0
201800028419;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028420;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028421;4;;;;1;2;0;0;0;1;1;;;1;0;3;0
201800028422;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028423;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028424;4;;;;1;1;0;0;0;1;1;;;1;0;3;0
201800028425;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028426;4;;;;1;2;0;0;0;1;1;;;1;0;3;0
201800028427;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028428;4;;;;1;2;0;0;0;1;1;;;1;0;3;0
201800028429;4;;;;1;2;0;0;0;1;1;;;1;0;3;0
201800028430;4;;;;1;1;0;0;0;1;1;;;1;0;3;0
201800028431;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028432;4;;;;1;1;0;0;0;1;1;;;1;0;3;0
201800028433;4;;;;2;2;0;0;0;1;1;;;2;0;3;0
201800028434;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028435;4;;;;2;5;0;0;0;1;1;;;1;0;3;0
201800028436;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028437;4;;;;1;3;0;0;0;1;1;;;1;0;3;0
201800028438;4;;;;1;1;0;0;0;1;1;;;1;0;3;0
201800028439;4;;;;1;2;0;0;0;1;1;;;1;0;3;0
201800028440;4;;;;2;5;0;0;3;2;1;;;1;0;3;0
201800028441;4;;;;2;4;0;0;0;3;1;;;1;0;3;0
201800028442;4;;;;1;1;0;0;0;1;1;;;1;0;3;0
201800028443;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028444;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028445;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028446;4;;;;1;2;0;0;0;1;1;;;1;0;3;0
201800028447;4;;;;2;2;0;0;0;2;1;;;1;0;3;0
201800028448;4;;;;2;1;0;0;0;1;1;;;1;0;3;0
201800028449;4;;;;1;1;0;0;0;1;1;;;1;0;3;0
201800028450;4;;;;2;1;0;0;0;1;1;;;1;0;3;0
201800028451;4;;;;1;3;0;0;0;1;1;;;1;0;3;0
201800028452;4;;;;1;2;0;0;0;1;1;;;1;0;3;0
201800028453;4;;;;2;1;0;0;0;1;1;;;1;0;3;0
201800028454;4;;;;1;3;0;0;0;1;1;;;1;0;3;0
201800028455;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028456;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028457;4;;;;1;1;0;0;1;2;1;;;1;0;3;0
201800028458;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028459;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028460;4;;;;1;1;0;0;0;1;1;;;1;0;3;0
201800028461;4;;;;1;1;0;0;0;1;1;;;1;0;3;0
201800028462;4;;;;1;1;0;0;0;1;1;;;1;0;3;0
201800028463;4;;;;1;1;0;0;3;1;1;;;1;0;3;0
201800028464;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028465;4;;;;1;1;0;0;0;1;1;;;1;0;3;0
201800028466;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028467;4;;;;1;2;0;0;0;1;1;;;1;0;3;0
201800028468;4;;;;1;2;0;0;0;1;1;;;1;0;3;0
201800028469;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028470;4;;;;1;2;0;0;0;1;1;;;1;0;3;0
201800028471;4;;;;1;2;0;0;0;1;1;;;1;0;3;0
201800028472;4;;;;1;1;0;0;0;1;1;;;1;0;3;0
201800028473;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028474;4;;;;1;2;0;0;0;1;1;;;1;0;3;0
201800028475;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028476;4;;;;1;2;0;0;0;1;1;;;1;0;3;0
201800028477;4;;;;1;2;0;0;0;1;1;;;1;0;3;0
201800028478;4;;;;2;1;0;0;0;1;1;;;1;0;3;0
201800028479;4;;;;2;2;0;0;0;2;1;;;1;0;3;0
201800028480;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028481;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028482;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028483;6;;;;0;0;0;0;0;1;1;;;1;0;3;0
201800028484;3;674;;;1;2;36;164;0;1;1;;;1;0;3;0
201800028485;9;;;;0;0;0;0;0;1;1;;;9;0;3;0
201800028486;4;;;;1;2;0;0;0;1;1;;;1;0;3;0
201800028487;4;;;;2;2;0;0;0;2;1;;;1;0;3;0
201800028488;9;;;;0;1;0;0;0;1;1;;;1;6;3;0
201800028489;4;;;;0;1;0;0;0;1;1;;;1;6;3;0
201800028490;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028491;4;;;;1;2;0;0;0;1;1;;;1;0;3;0
201800028492;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028493;4;;;;2;2;0;0;3;2;1;;;1;0;3;0
201800028494;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028495;4;;;;2;2;0;0;0;2;1;;;1;0;3;0
201800028496;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028497;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800028498;4;;;;2;2;0;0;2;1;1;;;1;0;3;0
201800028499;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
